# clk_mhz=200.0
# source=ctrl=hw-handshake-sw-loop coproc=cpu-steane
sample,rtt_cycles,rtt_us
1431,462,2.3100
1432,460,2.3000
1433,461,2.3050
1434,459,2.2950
1435,459,2.2950
1436,462,2.3100
1437,460,2.3000
1438,462,2.3100
1439,461,2.3050
1440,460,2.3000
1441,460,2.3000
1442,459,2.2950
1443,460,2.3000
1444,461,2.3050
1445,461,2.3050
1446,460,2.3000
1447,462,2.3100
1448,460,2.3000
1449,460,2.3000
1450,459,2.2950
1451,464,2.3200
1452,460,2.3000
1453,486,2.4300
1454,461,2.3050
1455,462,2.3100
1456,460,2.3000
1457,459,2.2950
1458,460,2.3000
1459,460,2.3000
1460,461,2.3050
1461,460,2.3000
1462,462,2.3100
